"longitude,latitude",longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,num_ocean_proximity,ocean_proximity
-117.28 ; 34.17,-117.28,34.17,26.0,3106.0,603.0,1396.0,576.0,3.1736,122200.0,1.0,INLAND
-117.28 ; 34.24,-117.28,34.24,16.0,3474.0,633.0,853.0,315.0,5.2185,128600.0,1.0,INLAND
-117.28 ; 34.26,-117.28,34.26,18.0,3895.0,435.0,1086.0,375.0,3.3672,133600.0,1.0,INLAND
-117.28 ; 34.41,-117.28,34.41,14.0,2105.0,396.0,960.0,396.0,2.9934,118200.0,1.0,INLAND
-117.28 ; 34.51,-117.28,34.51,10.0,4676.0,884.0,2845.0,812.0,3.0181,100400.0,1.0,INLAND
-117.28 ; 34.68,-117.28,34.68,28.0,1932.0,421.0,1156.0,404.0,1.8958,55600.0,1.0,INLAND
-117.29 ; 32.81,-117.29,32.81,35.0,1878.0,308.0,598.0,257.0,6.9553,500001.0,2.0,NEAR OCEAN
-117.29 ; 33.04,-117.29,33.04,30.0,2750.0,555.0,1281.0,520.0,4.7333,286900.0,2.0,NEAR OCEAN
-117.29 ; 33.05,-117.29,33.05,28.0,1146.0,338.0,672.0,292.0,3.1667,300000.0,2.0,NEAR OCEAN
-117.29 ; 33.06,-117.29,33.06,20.0,2110.0,335.0,1008.0,325.0,6.1509,338700.0,2.0,NEAR OCEAN
-117.29 ; 33.1,-117.29,33.1,6.0,6091.0,1018.0,2064.0,957.0,5.1837,259800.0,2.0,NEAR OCEAN
-117.29 ; 33.12,-117.29,33.12,4.0,1380.0,322.0,755.0,286.0,4.7961,168800.0,2.0,NEAR OCEAN
-117.29 ; 33.13,-117.29,33.13,4.0,617.0,105.0,224.0,105.0,3.9205,183000.0,2.0,NEAR OCEAN
-117.29 ; 33.15,-117.29,33.15,11.0,2560.0,445.0,952.0,448.0,4.0625,87500.0,2.0,NEAR OCEAN
-117.29 ; 33.18,-117.29,33.18,16.0,2300.5,484.0,1034.0,444.5,2.9655500000000004,136000.0,2.0,NEAR OCEAN
-117.29 ; 33.19,-117.29,33.19,18.0,6235.0,1233.0,4127.0,1162.0,3.0704,151600.0,2.0,NEAR OCEAN
-117.29 ; 33.24,-117.29,33.24,5.0,3109.0,634.0,1823.0,578.0,3.1875,153800.0,0.0,<1H OCEAN
-117.29 ; 33.63,-117.29,33.63,7.0,16010.0,2726.0,7139.0,2426.0,3.8056,162200.0,0.0,<1H OCEAN
-117.29 ; 33.72,-117.29,33.72,19.0,2248.0,427.0,1207.0,368.0,2.817,110000.0,0.0,<1H OCEAN
-117.29 ; 33.83,-117.29,33.83,15.0,4173.0,804.0,2393.0,713.0,2.4662,118300.0,1.0,INLAND
-117.29 ; 34.03,-117.29,34.03,9.0,8185.0,1525.0,3630.0,1466.0,4.1667,197700.0,1.0,INLAND
-117.29 ; 34.06,-117.29,34.06,7.0,1971.0,403.0,1336.0,423.0,4.5066,111500.0,1.0,INLAND
-117.29 ; 34.09,-117.29,34.09,24.0,1451.0,387.0,1178.0,330.0,1.1806,68300.0,1.0,INLAND
-117.29 ; 34.1,-117.29,34.1,19.0,1204.0,405.0,844.0,424.0,0.7235,71300.0,1.0,INLAND
-117.29 ; 34.11,-117.29,34.11,35.0,2220.0,696.0,1817.0,599.0,1.1318000000000001,73400.0,1.0,INLAND
-117.29 ; 34.12,-117.29,34.12,44.0,1738.3333333333333,465.0,1290.3333333333333,396.6666666666667,1.3819333333333335,68700.0,1.0,INLAND
-117.29 ; 34.14,-117.29,34.14,46.333333333333336,1796.3333333333333,324.6666666666667,687.0,288.0,3.1993666666666662,94966.66666666667,1.0,INLAND
-117.29 ; 34.15,-117.29,34.15,42.0,1811.0,345.0,856.0,352.0,2.9667,97000.0,1.0,INLAND
-117.29 ; 34.16,-117.29,34.16,38.0,2458.0,488.0,1135.0,453.0,2.875,99100.0,1.0,INLAND
-117.29 ; 34.17,-117.29,34.17,35.0,4174.0,847.0,2127.0,778.0,3.2232,88300.0,1.0,INLAND
-117.29 ; 34.41,-117.29,34.41,11.0,5934.0,1380.0,2756.0,1239.0,1.5758,108300.0,1.0,INLAND
-117.29 ; 34.49,-117.29,34.49,3.0,7689.0,1545.0,3804.0,1399.0,3.3871,111800.0,1.0,INLAND
-117.29 ; 34.57,-117.29,34.57,22.0,1054.0,239.0,428.0,239.0,1.2548,68300.0,1.0,INLAND
-117.29 ; 35.54,-117.29,35.54,35.0,7922.0,1636.0,3431.0,1329.0,3.4145,40400.0,1.0,INLAND
-117.3 ; 32.85,-117.3,32.85,28.0,2334.0,694.0,770.0,552.0,3.1324,500001.0,2.0,NEAR OCEAN
-117.3 ; 33.06,-117.3,33.06,27.5,2149.5,515.5,959.5,463.5,3.6105,283150.0,2.0,NEAR OCEAN
-117.3 ; 33.07,-117.3,33.07,15.0,2908.5,595.5,1599.5,548.5,4.9916,289950.0,2.0,NEAR OCEAN
-117.3 ; 33.08,-117.3,33.08,24.0,2628.0,527.0,1389.0,520.0,4.0,343200.0,2.0,NEAR OCEAN
-117.3 ; 33.17,-117.3,33.17,6.0,7880.0,1533.0,3760.0,1460.0,4.1807,182600.0,2.0,NEAR OCEAN
-117.3 ; 33.22,-117.3,33.22,4.0,14960.0,2988.0,6666.0,2612.0,3.7568,184100.0,2.0,NEAR OCEAN
-117.3 ; 33.23,-117.3,33.23,13.0,3619.0,791.0,1759.0,806.0,2.765,98500.0,0.0,<1H OCEAN
-117.3 ; 33.25,-117.3,33.25,22.0,2329.0,419.0,1456.0,381.0,3.7933,131000.0,0.0,<1H OCEAN
-117.3 ; 33.85,-117.3,33.85,15.0,3991.0,751.0,2317.0,657.0,2.9542,127900.0,1.0,INLAND
-117.3 ; 34.05,-117.3,34.05,6.5,3413.5,778.0,1786.5,718.5,2.54515,105750.0,1.0,INLAND
-117.3 ; 34.07,-117.3,34.07,34.0,567.0,143.0,387.0,138.0,1.7981,73300.0,1.0,INLAND
-117.3 ; 34.09,-117.3,34.09,40.0,1051.0,244.0,745.0,243.0,2.1842,75200.0,1.0,INLAND
-117.3 ; 34.1,-117.3,34.1,46.5,324.5,70.5,290.0,75.0,2.16875,69200.0,1.0,INLAND
-117.3 ; 34.11,-117.3,34.11,42.0,525.0,111.0,444.0,120.0,2.6771,67000.0,1.0,INLAND
-117.3 ; 34.12,-117.3,34.12,42.333333333333336,1258.0,324.3333333333333,1096.0,286.0,2.2867333333333337,65066.666666666664,1.0,INLAND
-117.3 ; 34.13,-117.3,34.13,52.0,1859.0,395.0,968.0,333.0,1.2034,79500.0,1.0,INLAND
-117.3 ; 34.14,-117.3,34.14,37.0,1454.0,261.0,761.0,248.0,2.3438,88100.0,1.0,INLAND
-117.3 ; 34.15,-117.3,34.15,39.0,1062.5,202.5,462.5,188.5,3.168475,94825.0,1.0,INLAND
-117.3 ; 34.17,-117.3,34.17,30.0,2483.0,573.0,1172.0,438.0,1.875,89700.0,1.0,INLAND
-117.3 ; 34.18,-117.3,34.18,23.5,2605.5,403.0,1240.0,400.5,4.9406,124100.0,1.0,INLAND
-117.3 ; 34.24,-117.3,34.24,38.0,4116.0,949.0,1196.0,422.0,3.5625,96500.0,1.0,INLAND
-117.3 ; 34.39,-117.3,34.39,11.0,3572.0,592.0,1876.0,507.0,3.6615,105100.0,1.0,INLAND
-117.3 ; 34.53,-117.3,34.53,38.0,1643.0,489.0,1196.0,406.0,1.2275,64100.0,1.0,INLAND
-117.3 ; 34.54,-117.3,34.54,31.0,1174.0,360.0,1161.0,328.0,1.06,56500.0,1.0,INLAND
-117.31 ; 32.82,-117.31,32.82,42.0,2785.0,389.0,833.0,333.0,11.3074,500001.0,2.0,NEAR OCEAN
-117.31 ; 32.83,-117.31,32.83,38.0,2367.0,480.0,891.0,428.0,4.1477,500001.0,2.0,NEAR OCEAN
-117.31 ; 33.0,-117.31,33.0,30.0,1631.0,310.0,665.0,297.0,6.8443,492500.0,2.0,NEAR OCEAN
-117.31 ; 33.07,-117.31,33.07,21.0,2035.0,534.0,948.0,467.0,3.2984,369400.0,2.0,NEAR OCEAN
-117.31 ; 33.1,-117.31,33.1,15.0,2392.0,446.0,747.0,421.0,3.5341,500001.0,2.0,NEAR OCEAN
-117.31 ; 33.11,-117.31,33.11,7.0,7974.0,1703.0,2904.0,1550.0,4.1282,188100.0,2.0,NEAR OCEAN
-117.31 ; 33.16,-117.31,33.16,10.5,3775.0,578.5,1531.5,541.0,5.62805,236100.0,2.0,NEAR OCEAN
-117.31 ; 33.18,-117.31,33.18,16.0,1835.0,430.0,599.0,399.0,2.0147,87700.0,2.0,NEAR OCEAN
-117.31 ; 33.24,-117.31,33.24,6.0,1580.0,288.0,792.0,265.0,4.0469,162400.0,0.0,<1H OCEAN
-117.31 ; 33.25,-117.31,33.25,13.5,3279.0,697.0,1991.5,680.5,2.9904,99700.0,0.0,<1H OCEAN
-117.31 ; 33.67,-117.31,33.67,9.0,981.0,169.0,596.0,156.0,3.1832,157400.0,0.0,<1H OCEAN
-117.31 ; 33.75,-117.31,33.75,19.0,3173.0,678.0,2204.0,606.0,2.1484,129200.0,0.0,<1H OCEAN
-117.31 ; 33.94,-117.31,33.94,7.0,11232.0,1791.0,4218.0,1644.0,5.2713,216500.0,1.0,INLAND
-117.31 ; 33.97,-117.31,33.97,28.0,3420.0,691.0,1502.0,656.0,3.4896,140300.0,1.0,INLAND
-117.31 ; 34.02,-117.31,34.02,18.0,1634.0,274.0,899.0,285.0,5.2139,129300.0,1.0,INLAND
-117.31 ; 34.03,-117.31,34.03,16.5,1582.5,243.0,707.5,254.5,5.38555,143050.0,1.0,INLAND
-117.31 ; 34.04,-117.31,34.04,29.0,2481.0,383.0,1188.0,385.0,4.7344,134600.0,1.0,INLAND
-117.31 ; 34.05,-117.31,34.05,6.0,7423.0,2111.0,4092.0,1789.0,2.7002,88300.0,1.0,INLAND
-117.31 ; 34.07,-117.31,34.07,40.0,2936.0,732.0,2024.0,676.0,2.1139,70900.0,1.0,INLAND
-117.31 ; 34.08,-117.31,34.08,40.0,1553.6666666666667,371.0,1106.6666666666667,350.3333333333333,1.9511666666666667,75333.33333333333,1.0,INLAND
-117.31 ; 34.09,-117.31,34.09,34.0,1336.0,345.0,1009.0,311.0,1.608,73700.0,1.0,INLAND
-117.31 ; 34.1,-117.31,34.1,40.0,2178.0,585.0,1822.0,498.0,1.76485,68800.0,1.0,INLAND
-117.31 ; 34.11,-117.31,34.11,43.666666666666664,1054.6666666666667,256.0,924.0,234.66666666666666,1.7694,64333.333333333336,1.0,INLAND
-117.31 ; 34.13,-117.31,34.13,35.5,1349.0,338.0,1034.5,293.0,2.27965,67450.0,1.0,INLAND
-117.31 ; 34.14,-117.31,34.14,41.0,1749.0,360.5,1081.0,342.0,2.5473,87750.0,1.0,INLAND
-117.31 ; 34.15,-117.31,34.15,20.5,3892.0,846.0,1886.5,769.0,3.6256,109100.0,1.0,INLAND
-117.31 ; 34.17,-117.31,34.17,25.0,2795.0,596.0,1650.0,569.0,3.0078,87100.0,1.0,INLAND
-117.31 ; 34.25,-117.31,34.25,29.0,4610.0,435.0,1569.0,592.0,2.7663,97900.0,1.0,INLAND
-117.31 ; 34.41,-117.31,34.41,14.0,3019.0,643.0,1639.0,582.0,1.5288,103400.0,1.0,INLAND
-117.31 ; 34.43,-117.31,34.43,16.0,5130.0,1172.0,3126.0,1046.0,1.6784,71900.0,1.0,INLAND
-117.31 ; 34.44,-117.31,34.44,10.0,1731.0,299.0,1056.0,312.0,3.6007,104000.0,1.0,INLAND
-117.31 ; 34.5,-117.31,34.5,14.0,2443.0,447.0,883.0,465.0,2.1111,116700.0,1.0,INLAND
-117.31 ; 34.51,-117.31,34.51,18.0,2704.0,698.0,1611.0,597.0,2.0243,82300.0,1.0,INLAND
-117.32 ; 33.01,-117.32,33.01,29.0,3584.0,712.0,1619.0,667.0,4.125,394400.0,2.0,NEAR OCEAN
-117.32 ; 33.12,-117.32,33.12,25.0,2670.0,527.0,936.0,461.0,2.7717,354000.0,2.0,NEAR OCEAN
-117.32 ; 33.17,-117.32,33.17,18.0,2143.0,299.0,828.0,283.0,4.2383,239000.0,2.0,NEAR OCEAN
-117.32 ; 33.22,-117.32,33.22,15.5,2920.5,635.5,1063.0,603.5,2.5896,100300.0,2.0,NEAR OCEAN
-117.32 ; 33.23,-117.32,33.23,24.0,2580.0,604.0,982.0,569.0,1.6402,169300.0,2.0,NEAR OCEAN
-117.32 ; 33.25,-117.32,33.25,7.0,2499.0,420.0,1314.0,398.0,4.85,186900.0,0.0,<1H OCEAN
-117.32 ; 33.51,-117.32,33.51,4.0,966.0,133.0,311.0,92.0,5.2066,500001.0,0.0,<1H OCEAN
-117.32 ; 33.8,-117.32,33.8,11.0,3196.0,576.0,1757.0,552.0,4.0982,173300.0,1.0,INLAND
-117.32 ; 33.99,-117.32,33.99,27.0,5464.0,850.0,2400.0,836.0,4.711,133500.0,1.0,INLAND
-117.32 ; 34.01,-117.32,34.01,23.0,3021.0,527.0,1580.0,533.0,4.4063,129900.0,1.0,INLAND
-117.32 ; 34.02,-117.32,34.02,17.0,1779.0,292.0,1006.0,293.0,4.6708,123100.0,1.0,INLAND
-117.32 ; 34.03,-117.32,34.03,13.0,3853.0,761.0,1685.0,669.0,3.9024,122400.0,1.0,INLAND
-117.32 ; 34.06,-117.32,34.06,49.0,639.0,131.0,520.0,111.0,1.8051,68300.0,1.0,INLAND
-117.32 ; 34.07,-117.32,34.07,52.0,1226.0,269.0,693.0,272.0,1.9963,76900.0,1.0,INLAND
-117.32 ; 34.08,-117.32,34.08,43.5,1333.5,270.0,681.0,244.0,2.8541499999999997,84750.0,1.0,INLAND
-117.32 ; 34.09,-117.32,34.09,30.0,1129.0,251.0,1034.0,237.0,2.3917,78600.0,1.0,INLAND
-117.32 ; 34.1,-117.32,34.1,42.0,801.0,176.0,711.0,183.0,1.8681,59700.0,1.0,INLAND
-117.32 ; 34.11,-117.32,34.11,39.5,1345.5,319.5,1101.0,297.0,1.8747500000000001,67700.0,1.0,INLAND
-117.32 ; 34.12,-117.32,34.12,39.0,2210.0,498.0,1752.0,477.0,1.4066,66400.0,1.0,INLAND
-117.32 ; 34.13,-117.32,34.13,41.0,1837.0,409.0,1430.0,344.0,2.4524,70400.0,1.0,INLAND
-117.32 ; 34.14,-117.32,34.14,32.0,1691.0,353.0,1457.0,329.0,1.8438,66600.0,1.0,INLAND
-117.32 ; 34.16,-117.32,34.16,9.0,711.0,139.0,316.0,152.0,4.0156,131000.0,1.0,INLAND
-117.32 ; 34.17,-117.32,34.17,6.0,5661.0,1287.0,2943.0,1162.0,3.6362,106500.0,1.0,INLAND
-117.32 ; 34.19,-117.32,34.19,6.0,1068.0,182.0,999.0,188.0,4.7222,109000.0,1.0,INLAND
-117.32 ; 34.24,-117.32,34.24,29.0,1290.0,263.0,323.0,113.0,1.9265,103300.0,1.0,INLAND
-117.32 ; 34.41,-117.32,34.41,13.0,2032.0,348.0,1038.0,344.0,4.2891,120100.0,1.0,INLAND
-117.32 ; 34.48,-117.32,34.48,8.0,4627.0,887.0,2739.0,846.0,3.0204,93100.0,1.0,INLAND
-117.32 ; 34.51,-117.32,34.51,16.0,3072.0,612.0,1283.0,604.0,2.8929,115600.0,1.0,INLAND
-117.32 ; 34.55,-117.32,34.55,18.0,279.0,59.0,188.0,60.0,0.8246,91700.0,1.0,INLAND
-117.33 ; 33.03,-117.33,33.03,31.0,1171.0,321.0,603.0,267.0,2.8611,314300.0,2.0,NEAR OCEAN
-117.33 ; 33.16,-117.33,33.16,29.0,3559.0,552.0,1533.0,545.0,4.0585,245500.0,2.0,NEAR OCEAN
-117.33 ; 33.17,-117.33,33.17,11.0,10923.0,2041.0,4773.0,1858.0,4.0791,281300.0,2.0,NEAR OCEAN
-117.33 ; 33.21,-117.33,33.21,17.0,1246.0,300.0,424.0,288.0,2.2882,85800.0,2.0,NEAR OCEAN
-117.33 ; 33.23,-117.33,33.23,15.0,2919.0,592.0,1130.0,579.0,2.5872,155600.0,2.0,NEAR OCEAN
-117.33 ; 33.24,-117.33,33.24,13.0,4543.0,881.0,2298.0,870.0,2.9386,143400.0,2.0,NEAR OCEAN
-117.33 ; 33.67,-117.33,33.67,27.0,4376.0,1003.0,2667.0,870.0,1.9194,100600.0,0.0,<1H OCEAN
-117.33 ; 33.87,-117.33,33.87,14.0,2300.0,335.0,1001.0,311.0,5.1045,161300.0,1.0,INLAND
-117.33 ; 33.9,-117.33,33.9,2.0,12837.0,1842.0,4636.0,1453.0,5.1512,187800.0,1.0,INLAND
-117.33 ; 33.97,-117.33,33.97,8.0,152.0,19.0,1275.0,20.0,1.625,162500.0,1.0,INLAND
-117.33 ; 33.98,-117.33,33.98,52.0,1417.0,353.0,881.0,300.0,1.9531,162500.0,1.0,INLAND
-117.33 ; 34.03,-117.33,34.03,16.0,1962.0,374.5,1044.5,320.5,3.8133500000000002,115000.0,1.0,INLAND
-117.33 ; 34.04,-117.33,34.04,18.0,1837.0,388.0,727.0,336.0,2.5187,116700.0,1.0,INLAND
-117.33 ; 34.05,-117.33,34.05,26.0,613.0,149.0,431.0,130.0,1.3977,73100.0,1.0,INLAND
-117.33 ; 34.06,-117.33,34.06,45.0,631.0,136.0,438.0,131.5,1.8071,67600.0,1.0,INLAND
-117.33 ; 34.07,-117.33,34.07,32.0,2086.0,458.0,1355.0,412.0,2.5238,89200.0,1.0,INLAND
-117.33 ; 34.08,-117.33,34.08,36.0,2253.5,414.0,1284.5,399.5,3.46495,90950.0,1.0,INLAND
-117.33 ; 34.09,-117.33,34.09,29.0,1960.0,415.0,1681.0,435.0,2.9292,84500.0,1.0,INLAND
-117.33 ; 34.12,-117.33,34.12,35.5,1318.0,302.0,1097.0,287.0,1.6904,69700.0,1.0,INLAND
-117.33 ; 34.13,-117.33,34.13,18.0,3009.0,740.0,2317.0,659.0,1.6375,72400.0,1.0,INLAND
-117.33 ; 34.14,-117.33,34.14,29.0,1646.0,391.0,1296.0,351.0,1.9423,69700.0,1.0,INLAND
-117.33 ; 34.17,-117.33,34.17,9.0,4167.0,902.5,2376.5,838.0,3.3913,113100.0,1.0,INLAND
-117.33 ; 34.41,-117.33,34.41,13.0,3684.0,604.0,1767.0,585.0,3.7478,113500.0,1.0,INLAND
-117.33 ; 34.53,-117.33,34.53,10.0,3781.0,712.0,2044.0,685.0,3.0943,97100.0,1.0,INLAND
-117.34 ; 33.06,-117.34,33.06,17.0,2718.0,518.0,815.0,403.0,4.3182,357100.0,2.0,NEAR OCEAN
-117.34 ; 33.15,-117.34,33.15,18.0,5107.5,1281.5,3137.0,1234.0,3.1921,230900.0,2.0,NEAR OCEAN
-117.34 ; 33.16,-117.34,33.16,27.5,1928.5,367.5,948.0,356.5,3.4097,215600.0,2.0,NEAR OCEAN
-117.34 ; 33.19,-117.34,33.19,21.0,3560.5,539.0,1593.5,538.5,5.50845,249300.0,2.0,NEAR OCEAN
-117.34 ; 33.21,-117.34,33.21,17.5,4012.5,874.0,2158.5,751.5,3.37475,180900.0,2.0,NEAR OCEAN
-117.34 ; 33.23,-117.34,33.23,11.0,3737.0,757.0,2212.0,727.0,3.1062,141000.0,2.0,NEAR OCEAN
-117.34 ; 33.46,-117.34,33.46,14.0,1902.0,338.0,848.0,304.0,5.5395,273300.0,0.0,<1H OCEAN
-117.34 ; 33.71,-117.34,33.71,10.0,2591.0,486.0,1255.0,425.0,3.1513,154300.0,0.0,<1H OCEAN
-117.34 ; 33.89,-117.34,33.89,17.0,2678.0,394.0,1225.0,367.0,5.363,211300.0,1.0,INLAND
-117.34 ; 33.94,-117.34,33.94,16.5,6249.5,514.5,2521.0,885.5,6.485200000000001,225500.0,1.0,INLAND
-117.34 ; 33.96,-117.34,33.96,15.0,6437.0,1298.0,2805.0,1205.0,4.1883,184500.0,1.0,INLAND
-117.34 ; 33.98,-117.34,33.98,10.0,17286.0,4952.0,9851.0,4616.0,1.7579,103400.0,1.0,INLAND
-117.34 ; 34.0,-117.34,34.0,27.0,321.0,64.0,214.0,67.0,3.175,101600.0,1.0,INLAND
-117.34 ; 34.07,-117.34,34.07,46.0,1851.0,425.0,1100.0,377.0,2.0461,90500.0,1.0,INLAND
-117.34 ; 34.08,-117.34,34.08,34.0,3152.0,627.5,2116.0,608.5,3.23175,96550.0,1.0,INLAND
-117.34 ; 34.1,-117.34,34.1,14.0,11827.0,2445.0,6640.0,2299.0,2.4878,103800.0,1.0,INLAND
-117.34 ; 34.11,-117.34,34.11,29.0,2912.0,566.0,2188.0,518.0,3.2656,90600.0,1.0,INLAND
-117.34 ; 34.12,-117.34,34.12,26.0,1008.0,164.0,568.0,196.0,3.3516,105600.0,1.0,INLAND
-117.34 ; 34.13,-117.34,34.13,29.0,1494.0,286.0,991.0,280.0,2.125,70600.0,1.0,INLAND
-117.34 ; 34.14,-117.34,34.14,37.0,1834.0,393.0,1198.0,348.0,2.225,81600.0,1.0,INLAND
-117.34 ; 34.18,-117.34,34.18,7.0,2914.0,481.0,1584.0,499.0,4.6312,124900.0,1.0,INLAND
-117.34 ; 34.39,-117.34,34.39,8.0,3579.0,672.0,2216.0,630.0,3.4038,100500.0,1.0,INLAND
-117.34 ; 34.46,-117.34,34.46,9.0,5983.0,1122.0,3515.0,1064.0,3.1505,102000.0,1.0,INLAND
-117.34 ; 34.49,-117.34,34.49,9.0,3293.0,585.0,1678.0,530.0,3.2941,98300.0,1.0,INLAND
-117.34 ; 34.51,-117.34,34.51,6.0,5667.0,1385.0,2447.0,1199.0,2.3617,103100.0,1.0,INLAND
-117.35 ; 33.16,-117.35,33.16,22.0,1331.0,305.0,580.0,193.0,3.975,500001.0,2.0,NEAR OCEAN
-117.35 ; 33.17,-117.35,33.17,26.0,3286.0,882.0,1830.5,792.0,3.0515,191800.0,2.0,NEAR OCEAN
-117.35 ; 33.19,-117.35,33.19,28.0,2823.0,476.0,1189.0,433.0,5.1733,198100.0,2.0,NEAR OCEAN
-117.35 ; 33.2,-117.35,33.2,23.0,3297.0,728.0,1793.0,622.0,2.5754,169700.0,2.0,NEAR OCEAN
-117.35 ; 33.21,-117.35,33.21,21.0,2278.5,434.0,1481.5,395.5,3.4625,133700.0,2.0,NEAR OCEAN
-117.35 ; 33.23,-117.35,33.23,4.0,1837.0,287.0,934.0,277.0,3.8958,189800.0,2.0,NEAR OCEAN
-117.35 ; 33.64,-117.35,33.64,23.0,6859.0,1535.0,3405.0,1351.0,2.5395,109200.0,0.0,<1H OCEAN
-117.35 ; 33.68,-117.35,33.68,10.0,516.0,107.0,282.0,96.0,4.2788,125000.0,0.0,<1H OCEAN
-117.35 ; 33.97,-117.35,33.97,27.0,3960.0,886.0,2807.0,838.0,3.024,122500.0,1.0,INLAND
-117.35 ; 33.99,-117.35,33.99,45.0,131.0,28.0,89.0,31.0,2.6071,112500.0,1.0,INLAND
-117.35 ; 34.01,-117.35,34.01,23.0,3707.0,769.0,1938.0,658.0,2.725,95300.0,1.0,INLAND
-117.35 ; 34.11,-117.35,34.11,34.0,2104.0,388.0,1578.0,365.0,3.0833,88400.0,1.0,INLAND
-117.35 ; 34.12,-117.35,34.12,22.0,5640.0,889.0,3157.0,887.0,4.1581,126500.0,1.0,INLAND
-117.35 ; 34.15,-117.35,34.15,32.0,2699.0,552.0,2086.0,551.0,2.2974,84500.0,1.0,INLAND
-117.35 ; 34.16,-117.35,34.16,36.0,1717.0,348.0,1054.0,279.0,2.4444,73400.0,1.0,INLAND
-117.35 ; 34.2,-117.35,34.2,5.0,9269.0,1605.0,4916.0,1519.0,4.4367,133200.0,1.0,INLAND
-117.35 ; 34.44,-117.35,34.44,9.0,11810.0,2181.0,6716.0,2081.0,3.1821,95600.0,1.0,INLAND
-117.35 ; 34.5,-117.35,34.5,10.0,2163.0,392.0,1174.0,362.0,3.375,98000.0,1.0,INLAND
-117.36 ; 33.17,-117.36,33.17,24.0,2046.0,442.0,812.0,367.0,2.3182,500001.0,2.0,NEAR OCEAN
-117.36 ; 33.18,-117.36,33.18,32.5,3548.0,722.0,1602.5,683.0,2.7201,183600.0,2.0,NEAR OCEAN
-117.36 ; 33.2,-117.36,33.2,21.333333333333332,2167.3333333333335,533.6666666666666,1306.0,498.0,2.5241666666666664,162266.66666666666,2.0,NEAR OCEAN
-117.36 ; 33.6,-117.36,33.6,10.0,4097.0,813.0,2082.0,731.0,3.2258,159300.0,0.0,<1H OCEAN
-117.36 ; 33.88,-117.36,33.88,15.0,2857.0,421.0,1361.0,382.0,4.6875,189800.0,1.0,INLAND
-117.36 ; 33.92,-117.36,33.92,7.0,9376.0,1181.0,3570.0,1107.0,8.5326,315200.0,1.0,INLAND
-117.36 ; 33.97,-117.36,33.97,32.0,1625.0,335.0,1212.0,327.0,2.7596,82200.0,1.0,INLAND
-117.36 ; 33.98,-117.36,33.98,39.5,1875.0,461.0,1710.5,451.0,2.25515,81500.0,1.0,INLAND
-117.36 ; 34.0,-117.36,34.0,19.0,4592.0,895.0,2769.0,838.0,3.3622,105100.0,1.0,INLAND
-117.36 ; 34.08,-117.36,34.08,4.0,8866.0,1832.0,4775.0,1554.0,3.7348,125800.0,1.0,INLAND
-117.36 ; 34.09,-117.36,34.09,32.0,3616.0,631.0,2131.0,593.0,3.2879,95500.0,1.0,INLAND
-117.36 ; 34.1,-117.36,34.1,31.0,2436.6666666666665,503.6666666666667,1425.3333333333333,478.3333333333333,2.767,89666.66666666667,1.0,INLAND
-117.36 ; 34.11,-117.36,34.11,35.0,2969.0,521.0,1555.0,503.0,3.25,107100.0,1.0,INLAND
-117.36 ; 34.28,-117.36,34.28,18.0,3903.0,715.0,1388.0,428.0,4.2386,157200.0,1.0,INLAND
-117.36 ; 34.54,-117.36,34.54,7.0,3940.0,764.0,2140.0,711.0,3.0357,91300.0,1.0,INLAND
-117.37 ; 33.19,-117.37,33.19,28.0,2036.25,580.5,1750.75,529.0,2.71175,189975.0,2.0,NEAR OCEAN
-117.37 ; 33.2,-117.37,33.2,19.0,928.0,317.0,845.0,319.0,1.6318,187500.0,2.0,NEAR OCEAN
-117.37 ; 33.22,-117.37,33.22,35.0,2204.0,482.0,1435.0,462.0,3.676,125600.0,2.0,NEAR OCEAN
-117.37 ; 33.7,-117.37,33.7,8.0,4345.0,865.0,2425.0,785.0,3.2481,123800.0,0.0,<1H OCEAN
-117.37 ; 33.94,-117.37,33.94,17.0,5484.0,782.5,2135.5,764.5,5.38005,179850.0,1.0,INLAND
-117.37 ; 33.96,-117.37,33.96,33.0,3974.0,548.0,1398.0,528.0,7.2519,216600.0,1.0,INLAND
-117.37 ; 33.97,-117.37,33.97,37.333333333333336,1999.3333333333333,396.0,1502.0,375.3333333333333,1.9939333333333333,85700.0,1.0,INLAND
-117.37 ; 33.98,-117.37,33.98,39.5,771.5,295.5,487.0,254.0,1.5722,110400.0,1.0,INLAND
-117.37 ; 33.99,-117.37,33.99,44.0,917.0,224.0,666.0,220.0,1.685,114200.0,1.0,INLAND
-117.37 ; 34.0,-117.37,34.0,38.5,989.0,216.5,623.0,196.0,2.7278000000000002,89750.0,1.0,INLAND
-117.37 ; 34.01,-117.37,34.01,15.0,1386.0,247.0,703.0,185.0,3.6415,124200.0,1.0,INLAND
-117.37 ; 34.07,-117.37,34.07,52.0,50.0,9.0,60.0,16.0,4.125,262500.0,1.0,INLAND
-117.37 ; 34.08,-117.37,34.08,17.0,2029.0,404.0,1190.0,437.0,2.9554,115000.0,1.0,INLAND
-117.37 ; 34.1,-117.37,34.1,27.0,2745.5,651.0,1463.0,549.0,2.0433,88700.0,1.0,INLAND
-117.37 ; 34.13,-117.37,34.13,15.666666666666666,3483.6666666666665,668.6666666666666,1929.6666666666667,616.6666666666666,3.4166666666666665,130833.33333333333,1.0,INLAND
